reviewid,title,url,score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year
22576,qtt4,http://pitchfork.com/reviews/albums/22576-qtt4/,7.7,0,philip sherburne,contributing editor,2016-11-03,3,3,11,2016
22569,live at the whiskey a go go: the complete recordings,http://pitchfork.com/reviews/albums/22569-live-at-the-whiskey-a-go-go-the-complete-recordings/,9,0,stephen thomas erlewine,contributor,2016-11-03,3,3,11,2016
22556,the olympians,http://pitchfork.com/reviews/albums/22556-the-olympians/,6.8,0,jay balfour,contributor,2016-11-03,3,3,11,2016
22575,dc4,http://pitchfork.com/reviews/albums/22575-dc4/,6.9,0,matthew ismael ruiz,contributor,2016-11-02,2,2,11,2016
22554,"freedom jazz dance: the bootleg series, vol. 5",http://pitchfork.com/reviews/albums/22554-freedom-jazz-dance-the-bootleg-series-vol-5/,7.5,0,michael j. agovino,,2016-11-02,2,2,11,2016
22528,disclosure,http://pitchfork.com/reviews/albums/22528-disclosure/,7.9,0,philip sherburne,contributing editor,2016-11-02,2,2,11,2016
22540,dissociation,http://pitchfork.com/reviews/albums/22540-dissociation/,6.9,0,saby reyes-kulkarni,contributor,2016-11-02,2,2,11,2016
22374,metal box,http://pitchfork.com/reviews/albums/22374-metal-box/,10,1,simon reynolds,contributor,2016-11-01,1,1,11,2016
22562,goodbye terrible youth,http://pitchfork.com/reviews/albums/22562-goodbye-terrible-youth/,7.1,0,brian burlage,,2016-11-01,1,1,11,2016
22578,lady wood,http://pitchfork.com/reviews/albums/22578-lady-wood/,7,0,katherine st. asaph,contributor,2016-11-01,1,1,11,2016
22414,strands,http://pitchfork.com/reviews/albums/22414-strands/,7.6,0,philip sherburne,contributing editor,2016-11-01,1,1,11,2016
22498,flotus,http://pitchfork.com/reviews/albums/22498-flotus/,8,0,sam sodomsky,associate staff writer,2016-10-31,0,31,10,2016
22413,all the right noises,http://pitchfork.com/reviews/albums/22413-all-the-right-noises/,7.8,0,philip sherburne,contributing editor,2016-10-31,0,31,10,2016
22572,onederful,http://pitchfork.com/reviews/albums/22572-onederful/,6.9,0,dean van nguyen,contributor,2016-10-31,0,31,10,2016
22462,tumblers from the vault (19701972),http://pitchfork.com/reviews/albums/22462-tumblers-from-the-vault-19701972/,8.2,0,andy beta,contributor,2016-10-31,0,31,10,2016
22557,hunted,http://pitchfork.com/reviews/albums/22557-hunted/,7.6,0,andy o'connor,contributor,2016-10-31,0,31,10,2016
22485,blood on the tracks,http://pitchfork.com/reviews/albums/22485-blood-on-the-tracks/,10,0,jesse jarnow,contributor,2016-10-30,6,30,10,2016
22547,rage & the machine,http://pitchfork.com/reviews/albums/22547-rage-the-machine/,6,0,jay balfour,contributor,2016-10-29,5,29,10,2016
22537,secret path,http://pitchfork.com/reviews/albums/22537-secret-path/,8,0,brad nelson,contributor,2016-10-29,5,29,10,2016
22441,r m h q: headquarters,http://pitchfork.com/reviews/albums/22441-r-m-h-q-headquarters/,8.1,0,marc masters,contributor,2016-10-29,5,29,10,2016
22517,candida cosmica,http://pitchfork.com/reviews/albums/22517-candida-cosmica/,7.6,0,andy beta,contributor,2016-10-29,5,29,10,2016
22523,big baby d.r.a.m.,http://pitchfork.com/reviews/albums/22523-big-baby-dram/,7.8,0,jayson greene,senior editor,2016-10-28,4,28,10,2016
22551,running out of love,http://pitchfork.com/reviews/albums/22551-running-out-of-love/,7.6,0,cameron cook,contributor,2016-10-28,4,28,10,2016
22568,dreamt takes,http://pitchfork.com/reviews/albums/22568-dreamt-takes/,6.8,0,louis pattison,contributor,2016-10-28,4,28,10,2016
22483,beyond now,http://pitchfork.com/reviews/albums/22483-beyond-now/,6.4,0,seth colter walls,contributor,2016-10-28,4,28,10,2016
22567,lazarus ost,http://pitchfork.com/reviews/albums/22567-various-artists-lazarus-ost/,6.2,0,douglas wolk,contributor,2016-10-27,3,27,10,2016
22549,lighthouse,http://pitchfork.com/reviews/albums/22549-lighthouse/,6.5,0,stephen thomas erlewine,,2016-10-27,3,27,10,2016
22545,mad love.,http://pitchfork.com/reviews/albums/22545-mad-love/,7,0,vanessa okoth-obbo,contributor,2016-10-27,3,27,10,2016
22546,nordic mediterranean organization / numerous miscommunications occur,http://pitchfork.com/reviews/albums/22546-nordic-mediterranean-organization-numerous-miscommunications-occur/,7.5,0,alexander iadarola,,2016-10-27,3,27,10,2016
22526,american football,http://pitchfork.com/reviews/albums/22526-american-football/,7.7,0,ian cohen,contributor,2016-10-26,2,26,10,2016
22529,t.c.r. ep,http://pitchfork.com/reviews/albums/22529-tcr-ep/,6.7,0,saby reyes-kulkarni,contributor,2016-10-26,2,26,10,2016
22500,after hours,http://pitchfork.com/reviews/albums/22500-after-hours/,7.4,0,minna zhou,contributor,2016-10-26,2,26,10,2016
22548,beyond the fleeting gales,http://pitchfork.com/reviews/albums/22548-beyond-the-fleeting-gales/,7.1,0,colin joyce,contributor,2016-10-26,2,26,10,2016
22524,joanne,http://pitchfork.com/reviews/albums/22524-joanne/,6.9,0,amanda petrusich,contributor,2016-10-25,1,25,10,2016
22324,retribution,http://pitchfork.com/reviews/albums/22324-retribution/,8.2,0,stuart berman,contributor,2016-10-25,1,25,10,2016
22442,popp,http://pitchfork.com/reviews/albums/22442-popp/,7.5,0,ben scheim,contributor,2016-10-25,1,25,10,2016
22516,moving still,http://pitchfork.com/reviews/albums/22516-moving-still/,8.1,0,seth colter walls,contributor,2016-10-25,1,25,10,2016
22514,you want it darker,http://pitchfork.com/reviews/albums/22514-you-want-it-darker/,8.5,1,stacey anderson,associate features editor,2016-10-24,0,24,10,2016
22542,headache,http://pitchfork.com/reviews/albums/22542-headache/,6.8,0,evan rytlewski,contributor,2016-10-24,0,24,10,2016
22454,savoy motel,http://pitchfork.com/reviews/albums/22454-savoy-motel/,7.4,0,stuart berman,contributor,2016-10-24,0,24,10,2016
22436,whatever forever,http://pitchfork.com/reviews/albums/22436-whatever-forever/,6.6,0,saby reyes-kulkarni,contributor,2016-10-24,0,24,10,2016
22377,everything feels better now,http://pitchfork.com/reviews/albums/22377-everything-feels-better-now/,7,0,ian cohen,contributor,2016-10-24,0,24,10,2016
22291,end of the century,http://pitchfork.com/reviews/albums/22291-end-of-the-century/,6.4,0,evan minsker,deputy news editor,2016-10-23,6,23,10,2016
22378,integrity blues,http://pitchfork.com/reviews/albums/22378-integrity-blues/,7.3,0,ian cohen,contributor,2016-10-22,5,22,10,2016
22541,say yes! a tribute to elliott smith,http://pitchfork.com/reviews/albums/22541-say-yes-a-tribute-to-elliott-smith/,6,0,stephen m. deusner,contributor,2016-10-22,5,22,10,2016
22503,the violent sleep of reason,http://pitchfork.com/reviews/albums/22503-the-violent-sleep-of-reason/,6.5,0,saby reyes-kulkarni,contributor,2016-10-22,5,22,10,2016
22479,motor earth,http://pitchfork.com/reviews/albums/22479-motor-earth/,6.7,0,john s.w. macdonald,contributor,2016-10-22,5,22,10,2016
22522,woptober,http://pitchfork.com/reviews/albums/22522-woptober/,7.5,0,israel daramola,contributor,2016-10-21,4,21,10,2016
22515,these systems are failing ,http://pitchfork.com/reviews/albums/22515-these-systems-are-failing/,4,0,andy beta,contributor,2016-10-21,4,21,10,2016
22530,ep a,http://pitchfork.com/reviews/albums/22530-ep-a/,7.2,0,thea ballard,contributor,2016-10-21,4,21,10,2016
22507,self restraint,http://pitchfork.com/reviews/albums/22507-self-restraint/,4.9,0,matthew ramirez,contributor,2016-10-21,4,21,10,2016
22521,walls,http://pitchfork.com/reviews/albums/22521-walls/,4.5,0,ryan leas,,2016-10-20,3,20,10,2016
22512,color,http://pitchfork.com/reviews/albums/22512-color/,7.3,0,claire lobenfeld,contributor,2016-10-20,3,20,10,2016
22508,every now & then,http://pitchfork.com/reviews/albums/22508-every-now-then/,6.9,0,nathan reese,contributor,2016-10-20,3,20,10,2016
22509,fires on the plain,http://pitchfork.com/reviews/albums/22509-fires-on-the-plain/,7,0,evan rytlewski,contributor,2016-10-20,3,20,10,2016
22463,front row seat to earth,http://pitchfork.com/reviews/albums/22463-front-row-seat-to-earth/,8.3,1,jillian mapes,senior editor,2016-10-19,2,19,10,2016
22513,thirst 48 pt. ii,http://pitchfork.com/reviews/albums/22513-thirst-48-pt-ii/,7.8,0,dean van nguyen,contributor,2016-10-19,2,19,10,2016
22412,sport,http://pitchfork.com/reviews/albums/22412-sport/,8.1,0,philip sherburne,contributing editor,2016-10-19,2,19,10,2016
22504,standard nature,http://pitchfork.com/reviews/albums/22504-standard-nature/,7,0,saby reyes-kulkarni,contributor,2016-10-19,2,19,10,2016
22389,yes lawd!,http://pitchfork.com/reviews/albums/22389-yes-lawd/,8.2,1,jonah bromwich,contributor,2016-10-18,1,18,10,2016
22499,remember us to life,http://pitchfork.com/reviews/albums/22499-remember-us-to-life/,6.6,0,katherine st. asaph,contributor,2016-10-18,1,18,10,2016
22495,arctic thunder,http://pitchfork.com/reviews/albums/22495-arctic-thunder/,7.2,0,zoe camp,contributor,2016-10-18,1,18,10,2016
22461,yermande,http://pitchfork.com/reviews/albums/22461-yermande/,8,0,andy beta,contributor,2016-10-18,1,18,10,2016
22494,building a beginning,http://pitchfork.com/reviews/albums/22494-building-a-beginning/,6.2,0,evan rytlewski,contributor,2016-10-17,0,17,10,2016
22440,lubbock (on everything),http://pitchfork.com/reviews/albums/22440-lubbock-on-everything/,8.5,0,stephen thomas erlewine,,2016-10-17,0,17,10,2016
22496,requiem for hell,http://pitchfork.com/reviews/albums/22496-requiem-for-hell/,5.9,0,evan rytlewski,contributor,2016-10-17,0,17,10,2016
22497,america's national parks,http://pitchfork.com/reviews/albums/22497-americas-national-parks/,7.9,0,seth colter walls,contributor,2016-10-17,0,17,10,2016
22458,super low,http://pitchfork.com/reviews/albums/22458-super-low/,7.4,0,quinn moreland,assistant editor,2016-10-17,0,17,10,2016
22308,good old boys,http://pitchfork.com/reviews/albums/22308-good-old-boys/,9.3,0,winston cook-wilson,contributor,2016-10-16,6,16,10,2016
22390,"cow / chill out, world!",http://pitchfork.com/reviews/albums/22390-cow-chill-out-world/,6,0,andy beta,contributor,2016-10-15,5,15,10,2016
22511,coconut oil ,http://pitchfork.com/reviews/albums/22511-coconut-oil/,6.1,0,vanessa okoth-obbo,contributor,2016-10-15,5,15,10,2016
22493,adieux au dancefloor,http://pitchfork.com/reviews/albums/22493-adieux-au-dancefloor/,8,0,kevin lozano,tracks coordinator,2016-10-15,5,15,10,2016
22339,high bias,http://pitchfork.com/reviews/albums/22339-high-bias/,6.8,0,marc masters,contributor,2016-10-15,5,15,10,2016
22490,home ost,http://pitchfork.com/reviews/albums/22490-home-ost/,6,0,kevin lozano,tracks coordinator,2016-10-14,4,14,10,2016
22404,philosophy of the world,http://pitchfork.com/reviews/albums/22404-shaggs-philosophy-of-the-world/,8.6,1,quinn moreland,assistant editor,2016-10-14,4,14,10,2016
22372,coming home (original ghanaian highlife & afrobeat classics 1967-1981),http://pitchfork.com/reviews/albums/22372-coming-home-original-ghanaian-highlife-afrobeat-classics-1967-1981/,7.2,0,saby reyes-kulkarni,contributor,2016-10-14,4,14,10,2016
22411,outer,http://pitchfork.com/reviews/albums/22411-outer/,5.7,0,philip sherburne,contributing editor,2016-10-14,4,14,10,2016
22348,complete third,http://pitchfork.com/reviews/albums/22348-complete-third/,9.5,1,stephen thomas erlewine,,2016-10-13,3,13,10,2016
22391,cashmere,http://pitchfork.com/reviews/albums/22391-cashmere/,7.4,0,mehan jayasuriya,contributor,2016-10-13,3,13,10,2016
22410,there is no right time,http://pitchfork.com/reviews/albums/22410-there-is-no-right-time/,7.6,0,philip sherburne,contributing editor,2016-10-13,3,13,10,2016
22492,marked for death,http://pitchfork.com/reviews/albums/22492-marked-for-death/,7.4,0,sam sodomsky,associate staff writer,2016-10-13,3,13,10,2016
22488,ruminations,http://pitchfork.com/reviews/albums/22488-ruminations/,7.5,0,ian cohen,contributor,2016-10-12,2,12,10,2016
22477,cody,http://pitchfork.com/reviews/albums/22477-cody/,7.7,0,quinn moreland,assistant editor,2016-10-12,2,12,10,2016
22489,the altar,http://pitchfork.com/reviews/albums/22489-the-altar/,5.1,0,katherine st. asaph,contributor,2016-10-12,2,12,10,2016
22438,notu_uronlineu,http://pitchfork.com/reviews/albums/22438-notu_uronlineu/,7.1,0,louis pattison,contributor,2016-10-12,2,12,10,2016
22323,heart like a levee,http://pitchfork.com/reviews/albums/22323-heart-like-a-levee/,8.2,0,laura snapes,contributor,2016-10-11,1,11,10,2016
22307,day breaks,http://pitchfork.com/reviews/albums/22307-day-breaks/,6.9,0,marcus j. moore,contributor,2016-10-11,1,11,10,2016
22486,shit don't stop,http://pitchfork.com/reviews/albums/22486-shit-dont-stop/,7.5,0,paul a. thompson,contributor,2016-10-11,1,11,10,2016
22478,throwback to the future,http://pitchfork.com/reviews/albums/22478-throwback-to-the-future/,6.2,0,nate patrin,contributor,2016-10-11,1,11,10,2016
22474,revolution radio,http://pitchfork.com/reviews/albums/22474-green-day-revolution-radio/,5.1,0,brad nelson,contributor,2016-10-10,0,10,10,2016
22450,requiem ,http://pitchfork.com/reviews/albums/22450-requiem/,7.3,0,stuart berman,contributor,2016-10-10,0,10,10,2016
22449,root/void,http://pitchfork.com/reviews/albums/22449-rootvoid/,7.3,0,sam sodomsky,associate staff writer,2016-10-10,0,10,10,2016
22460,sonoran depravation,http://pitchfork.com/reviews/albums/22460-sonoran-depravation/,7.5,0,andy o'connor,contributor,2016-10-10,0,10,10,2016
22439,while they were sleeping,http://pitchfork.com/reviews/albums/22439-while-they-were-sleeping/,7.2,0,saby reyes-kulkarni,contributor,2016-10-10,0,10,10,2016
22253,rhythm nation 1814,http://pitchfork.com/reviews/albums/22253-rhythm-nation-1814/,9,0,julianne escobedo shepherd,contributor,2016-10-09,6,9,10,2016
22318,be here now,http://pitchfork.com/reviews/albums/22318-be-here-now/,5.3,0,laura snapes,contributor,2016-10-08,5,8,10,2016
22445,private energy,http://pitchfork.com/reviews/albums/22445-private-energy/,8.1,0,matthew ismael ruiz,contributor,2016-10-08,5,8,10,2016
22484,cold summer,http://pitchfork.com/reviews/albums/22484-cold-summer/,6.9,0,sheldon pearce,associate staff writer,2016-10-08,5,8,10,2016
22466,sorceress,http://pitchfork.com/reviews/albums/22466-sorceress/,6.7,0,andy o'connor,contributor,2016-10-08,5,8,10,2016
22429,lamentations ,http://pitchfork.com/reviews/albums/22429-lamentations/,7.4,0,marcus j. moore,contributor,2016-10-07,4,7,10,2016
22451,big boat,http://pitchfork.com/reviews/albums/22451-big-boat/,5.3,0,sam sodomsky,associate staff writer,2016-10-07,4,7,10,2016
22471,three,http://pitchfork.com/reviews/albums/22471-three/,5.8,0,zoe camp,contributor,2016-10-07,4,7,10,2016
22470,everywhere at the end of time,http://pitchfork.com/reviews/albums/22470-everywhere-at-the-end-of-time/,7.3,0,brian howe,contributor,2016-10-07,4,7,10,2016
22437,head carrier,http://pitchfork.com/reviews/albums/22437-head-carrier/,5.5,0,stuart berman,contributor,2016-10-06,3,6,10,2016
22475,"farewell, starlite!",http://pitchfork.com/reviews/albums/22475-farewell-starlite/,6.4,0,cameron cook,contributor,2016-10-06,3,6,10,2016
22476,fires within fires,http://pitchfork.com/reviews/albums/22476-fires-within-fires/,7.1,0,jason heller,contributor,2016-10-06,3,6,10,2016
22472,serpent music,http://pitchfork.com/reviews/albums/22472-serpent-music/,7.3,0,andy beta,contributor,2016-10-06,3,6,10,2016
22482,a seat at the table,http://pitchfork.com/reviews/albums/22482-a-seat-at-the-table/,8.7,1,julianne escobedo shepherd,contributor,2016-10-05,2,5,10,2016
22376,light we made,http://pitchfork.com/reviews/albums/22376-light-we-made/,6.8,0,ian cohen,contributor,2016-10-05,2,5,10,2016
22459,13,http://pitchfork.com/reviews/albums/22459-13/,7,0,brian howe,contributor,2016-10-05,2,5,10,2016
22375,the electric lucifer,http://pitchfork.com/reviews/albums/22375-the-electric-lucifer/,7.6,0,stuart berman,contributor,2016-10-05,2,5,10,2016
22314,blood bitch,http://pitchfork.com/reviews/albums/22314-blood-bitch/,8.3,1,jenn pelly,associate reviews editor,2016-10-04,1,4,10,2016
22362,"red horse, white mule",http://pitchfork.com/reviews/albums/22362-red-horse-white-mule-opium-musick-raag-manifestos-jack-rose-i-do-play-rock-and-roll-dr-ragtime-and-his-pals/,7.7,1,sam sodomsky,associate staff writer,2016-10-04,1,4,10,2016
22435,fio da memria,http://pitchfork.com/reviews/albums/22435-fio-da-memoria/,7.7,0,andy beta,contributor,2016-10-04,1,4,10,2016
22373,rheia,http://pitchfork.com/reviews/albums/22373-rheia/,7.8,0,andy o'connor,contributor,2016-10-04,1,4,10,2016
22447,monologue,http://pitchfork.com/reviews/albums/22447-monologue/,7.2,0,marcus k. dowling,,2016-10-04,1,4,10,2016
22468,atrocity exhibition,http://pitchfork.com/reviews/albums/22468-atrocity-exhibition/,8.5,1,matthew ramirez,contributor,2016-10-03,0,3,10,2016
22446,quebec place,http://pitchfork.com/reviews/albums/22446-quebec-place/,7.5,0,sheldon pearce,associate staff writer,2016-10-03,0,3,10,2016
22299,real enemies,http://pitchfork.com/reviews/albums/22299-real-enemies/,8.3,0,seth colter walls,contributor,2016-10-03,0,3,10,2016
22434,schaum,http://pitchfork.com/reviews/albums/22434-schaum/,7.9,0,andy beta,contributor,2016-10-03,0,3,10,2016
22292,alien lanes,http://pitchfork.com/reviews/albums/22292-alien-lanes/,9.2,0,steven hyden,contributor,2016-10-02,6,2,10,2016
22368,blue mountain,http://pitchfork.com/reviews/albums/22368-blue-mountain/,7.5,0,jesse jarnow,contributor,2016-10-01,5,1,10,2016
22430,rr7349,http://pitchfork.com/reviews/albums/22430-rr7349/,7.4,0,cameron cook,contributor,2016-10-01,5,1,10,2016
22346,the ecm recordings,http://pitchfork.com/reviews/albums/22346-the-ecm-recordings/,9,1,seth colter walls,contributor,2016-10-01,5,1,10,2016
22388,electronic music from the seventies and eighties,http://pitchfork.com/reviews/albums/22388-electronic-music-from-the-seventies-and-eighties/,6.7,0,andy beta,contributor,2016-10-01,5,1,10,2016
22420,"22, a million",http://pitchfork.com/reviews/albums/22420-22-a-million/,9,1,amanda petrusich,contributor,2016-09-30,4,30,9,2016
22298,expert knob twiddlers,http://pitchfork.com/reviews/albums/22298-expert-knob-twiddlers/,6.6,0,mark richardson,executive editor,2016-09-30,4,30,9,2016
