company,bean_origin,cocoa_percent,company_location,rating,bean_type,broad_bean_origin
De Mendes,Selvagem- Jari,0.65,Brazil,3.5,Unknown,Brazil
Dick Taylor,Alto Beni- Wild Harvest- Limited Ed.,0.7,U.S.A.,2.75,Unknown,Bolivia
Doble & Bignall,Puerto Cabello,0.85,U.K.,2.75,Unknown,Venezuela
Domori,Hacienda Victoria,0.7,Italy,3,Unknown,Ecuador
Domori,Ocumare 77,0.7,Italy,3.25,Criollo (Ocumare 77),Venezuela
Dormouse,Rio Caribe- Batch 7,0.7,U.K.,3.25,Trinitario,Venezuela
Dormouse,Colombia- Batch 9,0.8,U.K.,3.25,Criollo- Trinitario,Colombia
Dormouse,Madagascar- Batch 8,0.77,U.K.,3.5,Criollo- Trinitario,Madagascar
Duffy's,Rio Dulce- Xoco,0.7,U.K.,2.75,Criollo,Guatemala
Dulcinea,Dominican Republic,0.7,U.S.A.,3,Unknown,Dominican Republic
Durci,Maranon- Joya Rara,0.7,U.S.A.,2.75,Forastero (Nacional),Peru
Durci,Rio Caribe- Tepui Treasure,0.7,U.S.A.,3,Trinitario,Venezuela
Durci,Taino Secret,0.7,U.S.A.,3.25,Unknown,Domincan Republic
Durci,Carenero- Empyrean Sabor,0.7,U.S.A.,3.5,Trinitario,Venezuela
Durci,Corona Arriba,0.7,U.S.A.,2.75,Unknown,Ecuador
El Rey,San Joaquin,0.7,Venezuela,3,Unknown,Venezuela
Emily's,Patanemo,0.79,Japan,2.5,Unknown,Venezuela
Emily's,Peru,0.78,Japan,3.25,Criollo,Peru
Frederic Blondeel,Costa Rica,0.7,Belgium,3.5,Unknown,Costa Rica
Frederic Blondeel,Peru Brutus,0.75,Belgium,3.25,Unknown,Peru
Frederic Blondeel,Vietnam,0.8,Belgium,2.5,Trinitario,Vietnam
French Broad,Guatemala,0.73,U.S.A.,2.5,Unknown,Guatemala
Friis Holm (Bonnat),La Dalia,0.6,Denmark,3,Unknown,Nicaragua
Friis Holm (Bonnat),La Dalia,0.85,Denmark,3.25,Unknown,Nicaragua
Georgia Ramon,Akesson P.,0.65,Germany,3.5,Trinitario,Madagascar
Georgia Ramon,ABOCFA Coop,0.7,Germany,3.75,Forastero,Ghana
Georgia Ramon,Conacado Coop,0.7,Germany,3,Trinitario,Domincan Republic
Georgia Ramon,Conacado Coop,0.8,Germany,3.25,Trinitario,Domincan Republic
Georgia Ramon,Akesson P.,0.75,Germany,3.5,Trinitario,Madagascar
Glennmade,Bahia,0.66,U.S.A.,3.5,Trinitario- Forastero,Brazil
Guittard,Epique- Blend No. 49,0.7,U.S.A.,3.5,Unknown,Unknown
Harper Macaw,Brazil Blend,0.67,U.S.A.,3.5,Unknown,Brazil
Harper Macaw,Tome Acu E.- Amazon Rainforest,0.77,U.S.A.,3.75,Unknown,Brazil
Harper Macaw,Vale do Juliana E.- Atlantic Forest,0.74,U.S.A.,3.75,Unknown,Brazil
hello cocoa,Uganda,0.57,U.S.A.,4,Forastero,Uganda
hello cocoa,Venezuela,0.74,U.S.A.,3.25,Criollo,Venezuela
hexx,Tanzania,0.7,U.S.A.,3.25,Unknown,Tanzania
hexx,Madagascar,0.74,U.S.A.,3.25,Trinitario,Madagascar
hexx,Venezuela,0.7,U.S.A.,3.25,Unknown,Venezuela
hexx,Ecuador,0.73,U.S.A.,3.25,Unknown,Ecuador
hexx,Peru,0.7,U.S.A.,3.5,Unknown,Peru
Holy Cacao,Camino Verde P.- Balao- Guayas,0.7,Israel,2.75,Unknown,Ecuador
Holy Cacao,Sambirano,0.7,Israel,2.75,Trinitario,Madagascar
Holy Cacao,Gran Couva,0.7,Israel,2.75,Trinitario,Trinidad
Holy Cacao,Mara,0.7,Israel,3,Unknown,Venezuela
Hotel Chocolat,Pepiniere- single Cote,0.7,U.K.,3,Unknown,St. Lucia
Hummingbird,Lam Dong,0.7,Canada,3.25,Trinitario,Vietnam
Izard,Maya Mountain- Toledo- Batch 29,0.7,U.S.A.,3.5,Trinitario,Belize
Izard,Elvesia P.- Batch 32,0.7,U.S.A.,3.5,Unknown,Dominican Republic
Jordis,Madagascar,0.63,Czech Republic,3.5,Trinitario,Madagascar
Laia aka Chat-Noir,Madagascar- Batch 59/100,0.75,France,3.75,Trinitario,Madagascar
Laia aka Chat-Noir,Vietnam- Batch 50/100,0.75,France,3.75,Trinitario,Vietnam
Laia aka Chat-Noir,Cuba- Batch 59/100,0.75,France,3.75,Unknown,Cuba
Laia aka Chat-Noir,Peru- Batch 51/100,0.75,France,3.75,Unknown,Peru
Laia aka Chat-Noir,Ivory Coast- Batch 56/100,0.75,France,3.75,Unknown,Ivory Coast
Laia aka Chat-Noir,Sao Tome- Batch 151,0.75,France,3.75,Forastero,Sao Tome
Laia aka Chat-Noir,Bahia- Batch 148,0.75,France,4,Unknown,Brazil
Laia aka Chat-Noir,Lam Dong- Batch 153,0.75,France,2.25,Trinitario,Vietnam
Letterpress,Beniamo,0.7,U.S.A.,2.5,Unknown,Bolivia
Letterpress,San Juan Estate- Gran Couva,0.7,U.S.A.,2.5,Trinitario,Trinidad
Letterpress,San Andres,0.7,U.S.A.,2.5,Unknown,Costa Rica
Letterpress,La Red- Guaconejo,0.7,U.S.A.,2.75,Unknown,Domincan Republic
Letterpress,Kokoa Kamili,0.7,U.S.A.,3.5,Unknown,Tanzania
Love Bar,Nicaragua,0.75,U.S.A.,3.5,Unknown,Nicaragua
Mana,Ecuador,0.74,U.S.A.,1.5,Unknown,Ecuador
Manoa,Markham Valley,0.72,U.S.A.,3,Unknown,Papua New Guinea
Manoa,Coto Brus,0.72,U.S.A.,3.5,Unknown,Costa Rica
Map Chocolate,ROIG- 2014,0.7,U.S.A.,3.5,Criollo- Trinitario,Dominican Republic
Map Chocolate,Maranon- 2014,0.62,U.S.A.,3.5,Forastero (Nacional),Peru
Map Chocolate,Ecuador,0.7,U.S.A.,2.75,Trinitario,Ecuador
Map Chocolate,San Juan Estate- Cherry Blossoms at Night,0.7,U.S.A.,3.25,Trinitario,Trinidad
Map Chocolate,A case of the Xerces Blues- triple roast,0.7,U.S.A.,3.5,Unknown,Nicaragua
Map Chocolate,Tumbes- Dear Mr. Finley- 2014,0.68,U.S.A.,3.5,Criollo,Peru
Map Chocolate,Colombia,0.75,U.S.A.,3.5,Unknown,Colombia
Map Chocolate,Kakoa Kamili- Both Man & Bird & Beast,0.72,U.S.A.,3.5,Unknown,Tanzania
Map Chocolate,Le Chocolat Chaud,0.78,U.S.A.,2,Unknown,Honduras
Marou,Tan Phu Dong Island- Heart of Darkness,0.85,Vietnam,2.75,Trinitario,Vietnam
Marou,Ben Tre,0.68,Vietnam,3,Trinitario,Vietnam
Marou,Dak Lak- Batch 2451,0.7,Vietnam,3,Trinitario,Vietnam
Mast Brothers,Guatemala,0.76,U.S.A.,4,Unknown,Guatemala
Mast Brothers,Tanzania,0.74,U.S.A.,2.75,Unknown,Tanzania
Mesocacao,El Salvador,0.8,Honduras,2,Unknown,El Salvador
Mesocacao,El Salvador,0.7,Honduras,2,Unknown,El Salvador
Metropolitan,South America,0.7,Amsterdam,2,Trinitario,South America
Middlebury,Maya Mountain,0.8,U.S.A.,3,Trinitario,Belize
Middlebury,San Juan Estate,0.7,U.S.A.,3,Trinitario,Trinidad
Middlebury,Oko Caribe,0.75,U.S.A.,3,Unknown,Dominican Republic
Middlebury,Patanemo- Epoch- Donaldo,0.75,U.S.A.,3,Unknown,Venezuela
Middlebury,Kokoa Kamili,0.75,U.S.A.,3,Unknown,Tanzania
Middlebury,Matagalpa- Cacao Bisiesto,0.7,U.S.A.,3.5,Unknown,Nicaragua
Mission,Bahia- Fazenda Venturosa,0.7,Brazil,3.5,Forastero (Parazinho),Brazil
Molucca,La Red,0.7,U.S.A.,3.75,Unknown,Domincan Republic
Molucca,Indonesia,0.7,U.S.A.,3.75,Unknown,Indonesia
Molucca,Peru,0.7,U.S.A.,3.75,Unknown,Peru
Montecristi,Manabi,0.7,Ecuador,3.75,Unknown,Ecuador
Montecristi,Manabi,0.63,Ecuador,3.75,Unknown,Ecuador
Montecristi,Manabi,0.85,Ecuador,4,Unknown,Ecuador
Muchomas (Mesocacao),Nicaragua,0.7,U.S.A.,4,Unknown,Nicaragua
Muchomas (Mesocacao),Nicaragua,0.8,U.S.A.,2.75,Unknown,Nicaragua
Nibble,Patanemo,0.72,U.S.A.,2.75,Criollo,Venezuela
Nibble,Elvesia P.,0.72,U.S.A.,2.75,Trinitario,Dominican Republic
Nibble,Ambanja- Sambirano Valley,0.72,U.S.A.,3,Trinitario,Madagascar
Nibble,Tumbes,0.72,U.S.A.,3.25,Criollo,Peru
Nuance,Ghana- 2013,0.7,U.S.A.,3.25,Forastero,Ghana
Nuance,Ecuador- 2013,0.7,U.S.A.,3.5,Trinitario,Ecuador
Nuance,Canoabo- 2013,0.7,U.S.A.,3.5,Criollo,Venezuela
Nuance,Sambirano Valley- 2012,0.7,U.S.A.,2,Trinitario,Madagascar
Nuance,La Red,0.7,U.S.A.,2.5,Unknown,Dominican Republic
Obolo,Pangoa,0.7,Chile,3.25,Criollo,Peru
Obolo,Pangoa- w/ nibs,0.7,Chile,3.5,Criollo,Peru
Ocelot,Virunga,0.7,Scotland,3.25,Forastero,Congo
Ocelot,Piura,0.75,Scotland,3.5,Criollo,Peru
Ohiyo,San Juan Estate- Gran Couva,0.7,U.S.A.,2.5,Trinitario,Trinidad
Ohiyo,Tanzania,0.7,U.S.A.,3,Unknown,Tanzania
Palette de Bine,Silvestre- La Paz- Beni,0.7,Canada,3,Unknown,Bolivia
Palette de Bine,San Juan Estate- Gran Couva,0.7,Canada,3.25,Trinitario,Trinidad
Palette de Bine,Kokoa Kamili,0.72,Canada,3.25,Unknown,Tanzania
Palette de Bine,Lam Dong,0.72,Canada,3,Trinitario,Vietnam
Parliament,Lachua- Q'egchi families,0.7,U.S.A.,3,Unknown,Guatemala
Peppalo,Dominican Republic,0.82,U.S.A.,3,Unknown,Dominican Republic
Pierre Marcolini,Haut Penja- w/ nibs,0.7,Belgium,3.25,Forastero,Cameroon
Pitch Dark,Tenor,0.62,U.S.A.,3.25,Unknown,Nicaragua
Pitch Dark,Johe,0.8,U.S.A.,3.5,Unknown,Nicaragua
Pitch Dark,Chuno,0.8,U.S.A.,3.5,Criollo- Trinitario,Nicaragua
Pitch Dark,Nicalizo,0.8,U.S.A.,3.75,Trinitario,Nicaragua
Pitch Dark,Rugoso,0.8,U.S.A.,3.75,Unknown,Nicaragua
Pralus,Peru,0.75,France,3.75,Unknown,Peru
Pump Street Bakery,Crayfish Bay Estate- 2014,0.7,U.K.,3.75,Trinitario,Grenada
Pump Street Bakery,Akesson's- batch 4411,0.74,U.K.,2.75,Criollo,Madagascar
Pump Street Bakery,Honduras,0.8,U.K.,3,Unknown,Honduras
Raaka,Virunga,0.75,U.S.A.,1.5,Forastero,Congo
Ranger,San Martin- Batch 2,0.7,U.S.A.,3,Unknown,Peru
Ranger,Chulucanas- Batch 1,0.8,U.S.A.,3.25,Unknown,Peru
Ranger,Tumbes- Batch 2,0.73,U.S.A.,3,Criollo,Peru
Ritual,Camino Verde P.- Balao- Guayas- 2014,0.85,U.S.A.,3.5,Unknown,Ecuador
Ritual,Mid Mountain- 2014,0.7,U.S.A.,2.75,Blend,Unknown
Rogue,Caranero- Choc. Garage Exclusive,0.7,U.S.A.,2.75,Unknown,Venezuela
Rogue,Tranquilidad- Batch 1,0.75,U.S.A.,3.25,Unknown,Bolivia
Seaforth,Dominican Republic,0.7,U.K.,3.25,Unknown,Domincan Republic
Seaforth,Grenada,0.7,U.K.,3,Unknown,Grenada
Shark Mountain,Jamaica,0.72,U.S.A.,3,Trinitario,Jamaica
Shark Mountain,Papua New Guinea,0.73,U.S.A.,3,Forastero,Papua New Guinea
Shark Mountain,Cuyagua,0.77,U.S.A.,3.25,Criollo,Venezuela
Shark Mountain,ROIG,0.74,U.S.A.,3.25,Criollo- Trinitario,Dominican Republic
Sibu,Oro,0.82,Costa Rica,3.5,Unknown,Costa Rica
Sibu,Oscuro,0.7,Costa Rica,2.75,Unknown,Costa Rica
Sirene,Somia Plantation- 2012,1,Canada,2.75,Trinitario,Madagascar
Sirene,Camino Verde P.- Balao- Guayas- 2012,1,Canada,3,Unknown,Ecuador
Sirene,Lachua w/ cane sugar,0.73,Canada,3,Unknown,Guatemala
Sirene,Lachua w/ maple sugar- batch 5,0.73,Canada,3.25,Unknown,Guatemala
Sirene,Pisa,0.73,Canada,3.25,Unknown,Haiti
Sjolinds,Ghana,0.7,U.S.A.,3.25,Forastero,Ghana
Sjolinds,Nicaragua,0.72,U.S.A.,3.25,Unknown,Nicaragua
Sol Cacao,Madagascar,0.72,U.S.A.,3.25,Trinitario,Madagascar
Soma,CSB Chama,0.7,Canada,3.25,Criollo,Venezuela
Soma,Porcelana,0.75,Canada,3.25,Unknown,Venezuela
Starchild,Bolivar- Arriba,0.7,U.S.A.,3.5,Forastero (Nacional),Ecuador
Starchild,Hispaniola,0.7,U.S.A.,3.5,Unknown,Domincan Republic
Starchild,Cacao Verapaz,0.7,U.S.A.,3.5,Unknown,Guatemala
Starchild,Rio Tuma,0.7,U.S.A.,3.5,Trinitario (Amelonado),Nicaragua
Starchild,Sambirano Valley,0.7,U.S.A.,3.5,Trinitario,Madagascar
Svenska Kakaobolaget,Sri Lanka,0.7,Sweden,3.5,Criollo- Trinitario,Sri Lanka
Szanto Tibor,Nacional,0.7,Hungary,3.5,Unknown,Ecuador
Szanto Tibor,Baracoa,0.88,Hungary,3.5,Trinitario,Cuba
Szanto Tibor,Ambolikapiky,0.7,Hungary,3.5,Trinitario,Madagascar
Szanto Tibor,Winak- Sumaco,0.7,Hungary,3.5,Forastero (Nacional),Ecuador
Szanto Tibor,Ben Tre- Mekong Delta,0.7,Hungary,3.5,Trinitario,Vietnam
Szanto Tibor,Fazenda Sempre Firme- Bahia,0.7,Hungary,3.5,Forastero (Parazinho),Brazil
Tablette (aka Vanillabeans),Colombia,0.7,Japan,3.5,Unknown,Colombia
Tablette (aka Vanillabeans),Papua,0.62,Japan,3.75,Unknown,Papua New Guinea
Tablette (aka Vanillabeans),Vietnam,0.6,Japan,3.75,Trinitario,Vietnam
Tablette (aka Vanillabeans),Trinidad,0.77,Japan,3.75,Trinitario,Trinidad
Terroir,Peru,0.7,U.S.A.,3.75,Unknown,Peru
Terroir,Belize,0.7,U.S.A.,3.75,Trinitario,Belize
Terroir,Madagascar,0.7,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Ecuador,0.7,U.S.A.,3.75,Unknown,Ecuador
Terroir,Oko Caribe,0.7,U.S.A.,3.75,Unknown,Domincan Republic
Terroir,Guatemala,0.7,U.S.A.,3.75,Trinitario,Guatemala
The Barn,Peru,0.7,Sweden,3.75,Unknown,Peru
Theobroma,Piura Select- Cacao Blanc,0.7,Japan,3.75,Unknown,Peru
twenty-four blackbirds,Oko Caribe,0.75,U.S.A.,3.75,Unknown,Domincan Republic
twenty-four blackbirds,Cedeno- lot 271,0.75,U.S.A.,3.75,Unknown,Ecuador
Valrhona,Piura- Illanka- Quemazon,0.63,France,4,Unknown,Peru
Vicuna,Palos Blancos,0.7,U.S.A.,4,Unknown,Bolivia
Vicuna,Palos Blancos + nibs,0.7,U.S.A.,4,Unknown,Bolivia
Violet Sky,Sambirano Valley,0.77,U.S.A.,4,Trinitario,Madagascar
Violet Sky,Moho River Valley,0.77,U.S.A.,4,Criollo- Trinitario,Belize
Violet Sky,Cuyagua,0.77,U.S.A.,4,Criollo,Venezuela
Violet Sky,Peru,0.77,U.S.A.,4,Criollo- Trinitario,Peru
Violet Sky,Cahabon,0.77,U.S.A.,4,Trinitario,Guatemala
Zak's,Papua New Guinea- Batch 2,0.7,U.S.A.,4,Unknown,Papua New Guinea
Zak's,Dominican Republic- Batch D2,0.7,U.S.A.,4,Unknown,Domincan Republic
Zak's,Madagascar- Batch 2,0.7,U.S.A.,3.25,Trinitario,Madagascar
Zak's,Peru- Batch 1,0.7,U.S.A.,3.5,Unknown,Peru
Zak's,Belize- Batch 2,0.7,U.S.A.,3.25,Trinitario,Belize
Zak's,House Blend- Batch 2,0.6,U.S.A.,3.25,Unknown,Unknown
A. Morin,Agua Grande,0.63,France,3.25,Unknown,Sao Tome
Altus aka Cao Artisan,Momotombo,0.6,U.S.A.,3.5,Unknown,Nicaragua
Altus aka Cao Artisan,Acopagro,0.6,U.S.A.,3.5,Unknown,Peru
Altus aka Cao Artisan,CIAAB Coop,0.6,U.S.A.,3.5,Unknown,Bolivia
Altus aka Cao Artisan,Villa Andina,0.6,U.S.A.,3,Unknown,Peru
Altus aka Cao Artisan,Gruppo Salinas,0.6,U.S.A.,3,Unknown,Ecuador
Animas,Alto Beni,0.75,U.S.A.,3.25,Unknown,Bolivia
Arete,San Juan,0.7,U.S.A.,2.75,Trinitario,Trinidad
Arete,Kokoa Kamili,0.7,U.S.A.,2.75,Unknown,Tanzania
Arete,Tien Giang,0.73,U.S.A.,3.5,Trinitario,Vietnam
Arete,Hacienda Victoria,0.7,U.S.A.,3.5,Unknown,Ecuador
Arete,Costa Esmeraldas,0.7,U.S.A.,3.75,Unknown,Ecuador
Arete,Lachua,0.7,U.S.A.,3.75,Unknown,Guatemala
Arete,Rugoso,0.7,U.S.A.,3.75,Unknown,Nicaragua
Arete,La Masica- FHIA,0.7,U.S.A.,3,Unknown,Honduras
Arete,Coto Brus- Terciopelo,0.7,U.S.A.,2.25,Unknown,Costa Rica
Arete,Phantom,0.7,U.S.A.,3,Forastero (Nacional),Peru
Arete,Elvesia,0.7,U.S.A.,3,Unknown,Dominican Republic
Arete,Matasawalevu,0.7,U.S.A.,3,Unknown,Fiji
Arete,Lam Dong,0.73,U.S.A.,3,Unknown,Vietnam
Askinosie,Mababa,0.68,U.S.A.,3,Trinitario,Tanzania
Batch,Dominican Republic- Batch 3,0.65,U.S.A.,3,Unknown,Domincan Republic
Batch,Brazil,0.7,U.S.A.,2.75,Unknown,Brazil
Batch,Ecuador,0.65,U.S.A.,3.25,Unknown,Ecuador
Beehive,Brazil- Batch 20316,0.8,U.S.A.,3.5,Unknown,Brazil
Beehive,Dominican Republic- Batch 31616,0.7,U.S.A.,3.5,Unknown,Domincan Republic
Beehive,Ecuador- Batch 31516,0.7,U.S.A.,2.5,Unknown,Ecuador
Beehive,Ecuador,0.9,U.S.A.,2.5,Unknown,Ecuador
Bellflower,Kakao Kamili- Kilombero Valley,0.7,U.S.A.,2.75,Criollo- Trinitario,Tanzania
Bellflower,Alto Beni- Palos Blanco,0.7,U.S.A.,2.75,Unknown,Bolivia
Bellflower,Oko Caribe- Duarte P.,0.7,U.S.A.,3.25,Unknown,Domincan Republic
Belyzium,Belize south- low fermentation,0.83,Germany,2.5,Trinitario,Belize
Belyzium,Belize south,0.78,Germany,3,Trinitario,Belize
Belyzium,Belize south,0.83,Germany,2.75,Trinitario,Belize
Blue Bandana,Akesson's E.- Sambirano V.,0.82,U.S.A.,3,Trinitario,Madagascar
Blue Bandana,Lachua,0.75,U.S.A.,2.75,Unknown,Guatemala
Blue Bandana,Kokoa Kamili,0.75,U.S.A.,3,Unknown,Tanzania
Blue Bandana,Zorzal Reserva,0.75,U.S.A.,3.25,Unknown,Dominican Republic
Bonnat,Selva Maya,0.75,France,3.25,Unknown,Mexico
Brasstown aka It's Chocolate,Guasare- Zulia Prov.,0.7,U.S.A.,3.25,Criollo,Venezuela
Brasstown aka It's Chocolate,O'payo- Waslala,0.7,U.S.A.,3.25,Unknown,Nicaragua
Cacao Barry,Grand 'Anse,0.65,France,3.25,Trinitario- Criollo,Haiti
Cacao Hunters,Macondo,0.71,Colombia,3.25,Unknown,Colombia
Cacao Hunters,Perla Negra,0.74,Colombia,3.25,Unknown,Colombia
Cacao Market,Jutiapa- lot 050916D,0.7,U.S.A.,3.5,Trinitario,Honduras
Cacao Sampaka,Mahali- Kasai,0.7,Spain,3.5,Criollo,Congo
Cao,Porcelana,0.75,U.S.A.,3.5,Criollo,Venezuela
Cao,Tanzania,0.73,U.S.A.,3.5,Unknown,Tanzania
Cao,Porcelana- Batch 5163,0.7,U.S.A.,3.75,Criollo,Venezuela
Cao,Bolivia,0.75,U.S.A.,3.75,Unknown,Bolivia
Cao,Brazil,0.7,U.S.A.,3.75,Trinitario,Brazil
Carlotta Chocolat,Arauca,0.65,Colombia,2.5,Trinitario,Colombia
Carlotta Chocolat,Tumaco,0.65,Colombia,2.75,Trinitario,Colombia
Carlotta Chocolat,Cordoba,0.65,Colombia,2.75,Trinitario,Colombia
Carlotta Chocolat,Huila,0.65,Colombia,3,Trinitario,Colombia
Carlotta Chocolat,Cesar,0.65,Colombia,2.75,CCN51,Colombia
Castronovo,Maya Mtn- Batch 454- Heirloom,0.72,U.S.A.,3,Trinitario,Belize
Charm School,Maya Mtn,0.7,U.S.A.,3.25,Unknown,Belize
Chocolate Alchemist-Philly,Tumbes- Zarumilla,0.9,U.S.A.,3.25,Unknown,Peru
Chocolate Alchemist-Philly,Philly Blend- 5 plantations,0.8,U.S.A.,3.25,Unknown,Unknown
Chocolate Con Amor,Wild Bolivian,0.7,U.S.A.,2.75,Unknown,Bolivia
Chocolate Con Amor,Uganda,0.7,U.S.A.,3,Unknown,Uganda
Chocolate Con Amor,Dominican Republic,0.6,U.S.A.,3,Unknown,Dominican Republic
Chocolate Con Amor,Dominican Republic,0.75,U.S.A.,3.25,Unknown,Dominican Republic
Chocolate Con Amor,Ocumare,0.8,U.S.A.,2,Criollo (Ocumare),Venezuela
Chocolate Con Amor,Ecuador,0.7,U.S.A.,2.5,Unknown,Ecuador
Chocolate Con Amor,Nicaragua,0.8,U.S.A.,2.5,Unknown,Nicaragua
Choocsol,Chiapas- Lacandon Jungle- Oaxacom Mtn,0.75,Canada,2.5,Unknown,Mexico
Confluence,Tien Giang- 2015- batch 10-2-16,0.78,U.S.A.,2.75,Trinitario,Vietnam
Creo,heirloom- Arriba Nacional,0.85,U.S.A.,2.75,Forastero (Nacional),Ecuador
Creo,heirloom- Arriba Nacional,0.73,U.S.A.,3,Forastero (Nacional),Ecuador
Dandelion,Zorzal Reserva- 2015 H.- Kerchner,0.7,U.S.A.,3.25,Unknown,Unknown
DAR,Venezuela- batch 122,0.72,U.S.A.,2,Unknown,Venezuela
DAR,Vietnam,0.72,U.S.A.,2.75,Trinitario,Vietnam
DAR,DUO- batch 002,0.7,U.S.A.,2.75,Unknown,Ecuador- Costa Rica
Dark Forest,Bolivia,0.75,U.S.A.,2.75,Unknown,Bolivia
De Villiers,Bundibugyo District,0.7,South Africa,3,Forastero,Uganda
De Villiers,Sambirano Valley- batch 2477,0.7,South Africa,3,Unknown,Madagascar
Desbarres,Kilombero- batch 41,0.72,Canada,3,Unknown,Tanzania
Dick Taylor,Tien Giang,0.78,U.S.A.,3,Trinitario,Vietnam
Dormouse,Non Pariel Estate,0.75,U.K.,3.25,Trinitario,Grenada
Eau de Rose,Tumaco,0.7,Canada,3.25,Unknown,Colombia
Eau de Rose,Arauca,0.7,Canada,3.25,Unknown,Colombia
Edelmond,Porcelana,0.68,Germany,3.25,Criollo,Venezuela
ENNA,Wampusirpi- batch 007,0.75,U.S.A.,3.5,Unknown,Honduras
Feitoria Cacao,Blue Mountain,0.76,Portugal,3.5,Unknown,Jamaica
Feitoria Cacao,Cuyagua,0.76,Portugal,2.75,Unknown,Venezuela
Feitoria Cacao,Maya Mountain,0.76,Portugal,3.25,Trinitario,Belize
Forteza (Cortes),Dominican Republic,0.7,Puerto Rico,3.25,Unknown,Domincan Republic
Forteza (Cortes),Puerto Rico,0.8,Puerto Rico,3.5,Unknown,Domincan Republic
Fossa,Akesson's E.- Sambirano V.,0.7,Singapore,3.75,Unknown,Madagascar
Fossa,Camino Verde P.- Balao- Guayas,0.75,Singapore,3.75,Unknown,Ecuador
Fossa,Kokoa Kamili Coop- Kilombero,0.67,Singapore,3.75,Trinitario,Tanzania
Friis Holm,Rugoso- Bad Fermentation,0.7,Denmark,3.75,Unknown,Nicaragua
Fruition,Wild Bolivian- Batch 2,0.74,U.S.A.,3.75,Beniano,Bolivia
Fruition,Coto Brus- Heirloom- Batch 1,0.74,U.S.A.,3,Amazon mix,Costa Rica
Glennmade,Toledo District- 2015 Harvest,0.7,U.S.A.,2.5,Unknown,Belize
Goodnow Farms,Almendra Blanca- batch 1004,0.77,U.S.A.,3,Unknown,Mexico
Goodnow Farms,El Carmen- batch 1003,0.77,U.S.A.,3,Unknown,Nicaragua
Goodnow Farms,Asochivite- batch 1005,0.77,U.S.A.,3.25,Unknown,Guatemala
Green Bean to Bar,Madagascar,0.7,Japan,3.5,Unknown,Madagascar
Harper Macaw,Vale do Juliana- w/ nibs,0.85,U.S.A.,3.25,Unknown,Brazil
Heilemann,Peru,0.64,Germany,3.75,Unknown,Peru
Heirloom Cacao Preservation (Brasstown),Maya Mtn- Moho R.- Toledo D.- 2015,0.7,U.S.A.,3.25,Amazon,Belize
Heirloom Cacao Preservation (Fruition),Cota Brus- Terciopelo- 2015,0.74,U.S.A.,4,Amazon mix,Costa Rica
Heirloom Cacao Preservation (Manoa),Maunawili- O'ahu- Agri Research C.- 2015,0.72,U.S.A.,2.75,Unknown,Hawaii
Heirloom Cacao Preservation (Millcreek),Los Rios- Hacienda Limon- Orecao- 2015,0.7,U.S.A.,3,EET,Ecuador
Heirloom Cacao Preservation (Mindo),Pinchincha- Mindo- Coop Nueva Esper.- 2015,0.77,U.S.A.,3,EET,Ecuador
Heirloom Cacao Preservation (Zokoko),Alto Beni- Upper Rio Beni- 2015,0.68,U.S.A.,3,Amazon- ICS,Bolivia
Heirloom Cacao Preservation (Zokoko),Wild Beni- Lower Rio Beni- Tranquilidad- 2015,0.72,U.S.A.,3.5,Beniano,Bolivia
Hogarth,Akesson's Estate,0.7,New Zealand,2.5,Trinitario,Madagascar
Hogarth,Carenero Superior,0.72,New Zealand,2.75,Trinitario,Venezuela
Hogarth,Conacado,0.75,New Zealand,2.75,Trinitario,Domincan Republic
Hogarth,Gran Blanco,0.66,New Zealand,3.25,Criollo,Peru
Holy Cacao,Maranon,0.7,Israel,3.5,Unknown,Peru
Indah,India (south),0.61,India,3.5,Unknown,India
K'ul,Kafupbo- Petit Bourg- De Borgnes,0.7,U.S.A.,3,Unknown,Haiti
K'ul,Maranon- Fortunato No. 4,0.7,U.S.A.,3.75,Forastero (Nacional),Peru
K'ul,Los Rios- Hacienda Limon- Heirloom,0.7,U.S.A.,2.75,Unknown,Ecuador
K'ul,Bahia- Fazenda Camboa,0.7,U.S.A.,3,Forastero,Brazil
La Chocolaterie Nanairo,Lumas- 2015 Harvest- Batch 6- brown sugar,0.7,Japan,3,Trinitario- Criollo,Peru
La Chocolaterie Nanairo,Lumas- 2015 Harvest- Batch 7,0.7,Japan,3.25,Trinitario- Criollo,Peru
La Chocolaterie Nanairo,Tumbes- 2013 Harvest- Batch 8,0.7,Japan,3.25,Criollo,Peru
La Chocolaterie Nanairo,Belize- 2014 Harvest- Batch 9,0.7,Japan,1.5,Trinitario- Criollo,Belize
L'Amourette,Rugoso,0.8,U.S.A.,2.5,Trinitario,Nicaragua
Letterpress,Liberia,0.7,U.S.A.,2.5,Unknown,Liberia
Lilla,Madagascar,0.7,Finland,2.75,Trinitario,Madagascar
Malmo,Chuao,0.7,Sweden,3,Unknown,Venezuela
Manufaktura Czekolady,Johe,0.7,Poland,3,Unknown,Nicaragua
Manufaktura Czekolady,Peru,0.7,Poland,3,Unknown,Peru
Map Chocolate,Ben Tre- Surprise Valley,0.75,U.S.A.,3.25,Trinitario,Vietnam
Marana,Piura,0.7,Peru,3.25,Unknown,Peru
Marana,Cusco,0.7,Peru,3.5,Unknown,Peru
